input_name	text	cl_id	cl_label
ciliated and goblet cells	ciliated and goblet cell	NO MATCH found	
ciliated and goblet cells	ciliated and goblet cell	NO MATCH found	
classical monocytes	classical monocyte	CL:0000860	classical monocyte
classical monocytes	classical monocyte	CL:0000860	classical monocyte
club cells	club cell	CL:0000158	club cell
club cells	club cell	CL:0000158	club cell
mesenchymal cell	mesenchymal cell	CL:0008019	mesenchymal cell
mesenchymal cell	mesenchymal cell	CL:0008019	mesenchymal cell
mesothelial and smooth muscle cells	mesothelial and smooth muscle cell	NO MATCH found	
mesothelial and smooth muscle cells	mesothelial and smooth muscle cell	NO MATCH found	
myeloid cell	myeloid cell	CL:0000763	myeloid cell
myeloid cell	myeloid cell	CL:0000763	myeloid cell
non-classical monocytes	non-classical monocyte	CL:0000875	non-classical monocyte
non-classical monocytes	non-classical monocyte	CL:0000875	non-classical monocyte
type-2 and club cells	type-2 pneumocyte and club cell	NO MATCH found	
type-2 and club cells	type-2 and club cell	NO MATCH found	
type-2 pneumocytes	type-2 pneumocyte	CL:0002063	pulmonary alveolar type 2 cell
type-2 pneumocytes	type-2 pneumocyte	CL:0002063	pulmonary alveolar type 2 cell
Embryonic stem cell	embryonic stem cell	CL:0002322	embryonic stem cell
Embryonic stem cell	embryonic stem cell	CL:0002322	embryonic stem cell
CD4+ or CD8+ T cells	CD4 + or CD8 + T cell	CL:0000084	T cell
CD4+ or CD8+ T cells	CD4+ or CD8+ T cell	CL:0000084	T cell
NKCs	natural killer cell	CL:0000623	natural killer cell
NKCs	NKC	CL:0000623	natural killer cell
T-cell	T-cell	CL:0000084	T cell
T-cell	T-cell	CL:0000084	T cell
T-cells	T-cell	CL:0000084	T cell
T-cells	T-cell	CL:0000084	T cell
T-helper 17	T-helper 17	CL:0000899	T-helper 17 cell
T-helper 17	T-helper 17	CL:0000899	T-helper 17 cell
T-lymphocytes	T-lymphocyte	CL:0000084	T cell
T-lymphocytes	T-lymphocyte	CL:0000084	T cell
T-regulatory cells	T-regulatory cell	CL:0000815	regulatory T cell
T-regulatory cells	T-regulatory cell	CL:0000815	regulatory T cell
Th1 cells	Th1 cell	CL:0000545	T-helper 1 cell
Th1 cells	Th1 cell	CL:0000545	T-helper 1 cell
Th17	T-helper 17	CL:0000899	T-helper 17 cell
Th17	Th17	CL:0000899	T-helper 17 cell
Th2 regulatory T cells	Th2 regulatory T cell	CL:0000815	regulatory T cell
Th2 regulatory T cells	Th2 regulatory T cell	CL:0000815	regulatory T cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
immature DCs	immature dendritic cell	CL:0000451	dendritic cell
immature DCs	immature DC	CL:0000451	dendritic cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
natural killer cells	natural killer cell	CL:0000623	natural killer cell
natural killer cells	natural killer cell	CL:0000623	natural killer cell
beta-cell	pancreatic β-cell	CL:0000169	type B pancreatic cell
beta-cell	beta-cell	CL:0000169	type B pancreatic cell
MSN	medium-sized spiny neuron	CL:1001474	medium spiny neuron
MSN	MSN	CL:1001474	medium spiny neuron
MSN cells	medium-sized spiny neuron cell	CL:1001474	medium spiny neuron
MSN cells	MSN cell	CL:1001474	medium spiny neuron
MSNs	medium-sized spiny neuron	CL:1001474	medium spiny neuron
MSNs	MSN	CL:1001474	medium spiny neuron
PV+FSI	parvalbumin-expressing fast-spiking interneuron	CL:0011005	GABAergic interneuron
PV+FSI	PV+FSI	CL:0011005	GABAergic interneuron
PV+FSIs	parvalbumin-expressing fast-spiking interneuron	CL:0011005	GABAergic interneuron
PV+FSIs	PV+FSI	CL:0011005	GABAergic interneuron
ECs	epidermal cell	CL:0000362	epidermal cell
ECs	EC	CL:0000362	epidermal cell
MSCs	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
MSCs	MSC	CL:0000134	mesenchymal stem cell
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
B-1 Cell	human B-1 cell	CL:0000819	B-1 B cell
B-1 Cell	B-1 Cell	CL:0000819	B-1 B cell
B-1 Cells	human B-1 cell	CL:0000819	B-1 B cell
B-1 Cells	B-1 Cell	CL:0000819	B-1 B cell
MDSCs	Myeloid-derived suppressor cell	CL:0000889	myeloid suppressor cell
MDSCs	MDSC	CL:0000889	myeloid suppressor cell
Myeloid-derived suppressor cells	Myeloid-derived suppressor cell	CL:0000889	myeloid suppressor cell
Myeloid-derived suppressor cells	Myeloid-derived suppressor cell	CL:0000889	myeloid suppressor cell
adrenergic-type (ADRN) cells	adrenergic-type cell	CL:0000109	adrenergic neuron
adrenergic-type (ADRN) cells	adrenergic-type (ADRN) cell	CL:0000109	adrenergic neuron
neural crest derived precursor cells	neural crest derived precursor cell	CL:0011012	neural crest cell
neural crest derived precursor cells	neural crest derived precursor cell	CL:0011012	neural crest cell
CD4+T helper (Th) cells	CD4+ T helper (Th) cell	CL:0000492	CD4-positive helper T cell
CD4+T helper (Th) cells	CD4+T helper (Th) cell	CL:0000492	CD4-positive helper T cell
CD8+ cytotoxic T cells	CD8+ cytotoxic T cell	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
CD8+ cytotoxic T cells	CD8+ cytotoxic T cell	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
ILC	innate lymphoid cell	CL:0001065	innate lymphoid cell
ILC	ILC	CL:0001065	innate lymphoid cell
ILC1	group 1 innate lymphoid cell	CL:0001067	group 1 innate lymphoid cell
ILC1	ILC1	CL:0001068	ILC1
ILC2	group 2 innate lymphoid cell	CL:0001069	group 2 innate lymphoid cell
ILC2	ILC2	CL:0001069	group 2 innate lymphoid cell
ILC3	group 3 innate lymphoid cell	CL:0001071	group 3 innate lymphoid cell
ILC3	ILC3	CL:0001071	group 3 innate lymphoid cell
ILCs	Innate Lymphoid Cell	CL:0001065	innate lymphoid cell
ILCs	ILC	CL:0001065	innate lymphoid cell
Innate lymphoid cells	Innate Lymphoid Cell (ILC)	CL:0001065	innate lymphoid cell
Innate lymphoid cells	innate lymphoid cell	CL:0001065	innate lymphoid cell
NK cells	natural killer cell	CL:0000623	natural killer cell
NK cells	NK cell	CL:0000623	natural killer cell
T cell	T cell	CL:0000084	T cell
Th1	T helper 1 cell	CL:0000545	T-helper 1 cell
Th1	Th1	CL:0000545	T-helper 1 cell
Th17	T helper 17 cell	CL:0000899	T-helper 17 cell
Th17	Th17	CL:0000899	T-helper 17 cell
Th2	T helper 2 cell	CL:0000546	T-helper 2 cell
Th2	Th2	CL:0000546	T-helper 2 cell
NSC	neural stem cell	CL:0000047	neural stem cell
NSC	NSC	CL:0000047	neural stem cell
NSCs	neural stem cell	CL:0000047	neural stem cell
NSCs	NSC	CL:0000047	neural stem cell
TAPs	transit amplifying progenitor	CL:0009010	transit amplifying cell
TAPs	TAP	CL:0009010	transit amplifying cell
astrocytes	astrocyte	CL:0000127	astrocyte
astrocytes	astrocyte	CL:0000127	astrocyte
ECs	endothelial cell	CL:0000115	endothelial cell
ECs	EC	CL:0000115	endothelial cell
endothelial	endothelial	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
epithelial	epithelial	CL:0000066	epithelial cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
mesenchymal	mesenchymal	CL:0008019	mesenchymal cell
mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
multipotent cells	multipotent cell	CL:0000048	multi fate stem cell
multipotent cells	multipotent cell	CL:0000048	multi fate stem cell
CD4 T cells	CD4 T lymphocyte	CL:0000624	CD4-positive, alpha-beta T cell
CD4 T cells	CD4 T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4 T-cell	CD4 T lymphocyte	CL:0000624	CD4-positive, alpha-beta T cell
CD4 T-cell	CD4 T-cell	CL:0000624	CD4-positive, alpha-beta T cell
T cell	T lymphocyte	CL:0000084	T cell
T cell	T cell	CL:0000084	T cell
sinoatrial node cell	sinoatrial node cell	CL:1000409	myocyte of sinoatrial node
sinoatrial node cell	sinoatrial node cell	CL:1000409	myocyte of sinoatrial node
Dendritic Cells	dendritic cell	CL:0000451	dendritic cell
Dendritic Cells	Dendritic Cell	CL:0000451	dendritic cell
lymphoblast cells	lymphoblast cell	CL:0017005	lymphoblast
lymphoblast cells	lymphoblast cell	CL:0017005	lymphoblast
EC	Enterocyte	CL:0000584	enterocyte
EC	EC	CL:0000584	enterocyte
EEC	Enteroendocrine cell	CL:0000164	enteroendocrine cell
EEC	EEC	CL:0000164	enteroendocrine cell
Enterocyte	Enterocyte	CL:0000584	enterocyte
Enterocyte	Enterocyte	CL:0000584	enterocyte
Enteroendocrine cell	Enteroendocrine cell	CL:0000164	enteroendocrine cell
Enteroendocrine cell	Enteroendocrine cell	CL:0000164	enteroendocrine cell
GC	Goblet cell	CL:0000160	goblet cell
GC	GC	CL:0000160	goblet cell
Goblet cell	Goblet cell	CL:0000160	goblet cell
Goblet cell	Goblet cell	CL:0000160	goblet cell
HSC	Hematopoietic stem cell	CL:0000037	hematopoietic stem cell
HSC	HSC	CL:0000037	hematopoietic stem cell
HSPC	Hematopoietic stem and progenitor cell	CL:0000037	hematopoietic stem cell
HSPC	HSPC	CL:0000037	hematopoietic stem cell
Intestinal stem cell	Intestinal stem cell	CL:0002250	intestinal crypt stem cell
Intestinal stem cell	Intestinal stem cell	CL:0002250	intestinal crypt stem cell
LT-HSC	Long-term hematopoietic stem cell	CL:0002034	long term hematopoietic stem cell
LT-HSC	LT-HSC	CL:0002034	long term hematopoietic stem cell
Long-term hematopoietic stem cell	Long-term hematopoietic stem cell	CL:0002034	long term hematopoietic stem cell
Long-term hematopoietic stem cell	Long-term hematopoietic stem cell	CL:0002034	long term hematopoietic stem cell
MPP	Multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
MPP	MPP	CL:0000837	hematopoietic multipotent progenitor cell
Multipotent progenitor	Multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
Multipotent progenitor	Multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
PC	Paneth cell	CL:0000510	paneth cell
PC	PC	CL:0000510	paneth cell
Paneth cell	Paneth cell	CL:0000510	paneth cell
Paneth cell	Paneth cell	CL:0000510	paneth cell
TA	Transit-amplifying	CL:0009010	transit amplifying cell
TA	TA	CL:0009010	transit amplifying cell
Transit-amplifying	Transit-amplifying	CL:0009010	transit amplifying cell
Transit-amplifying	Transit-amplifying	CL:0009010	transit amplifying cell
Sertoli, Leydig and germinal cells	Sertoli, Leydig and germinal cell	NO MATCH found	
Sertoli, Leydig and germinal cells	Sertoli, Leydig and germinal cell	NO MATCH found	
corpora luteal cells	corpus luteal cell	CL:0000175	luteal cell
corpora luteal cells	corpus luteal cell	CL:0000175	luteal cell
granulosa	granulosa	CL:0000501	granulosa cell
granulosa	granulosa	CL:0000501	granulosa cell
oocytes	oocyte	CL:0000023	oocyte
oocytes	oocyte	CL:0000023	oocyte
theca	theca	CL:0000503	theca cell
theca	theca	CL:0000503	theca cell
NSC	neural stem cell	CL:0000047	neural stem cell
NSC	NSC	CL:0000047	neural stem cell
NSCs	neural stem cell	CL:0000047	neural stem cell
NSCs	NSC	CL:0000047	neural stem cell
OB neuron	OB neuron	CL:0000540	neuron
HSPC	hematopoietic stem/progenitor cell	CL:0000037	hematopoietic stem cell
HSPC	HSPC	CL:0000037	hematopoietic stem cell
MSC	mesenchymal stromal cell from the bone marrow	CL:0010001	stromal cell of bone marrow
MSC	MSC	CL:0000134	mesenchymal stem cell
NHEK	normal human epidermal keratinocyte	CL:4052061	epidermal keratinocyte
NHEK	NHEK	CL:4052061	epidermal keratinocyte
epidermal keratinocytes	normal human epidermal keratinocyte	CL:4052061	epidermal keratinocyte
epidermal keratinocytes	epidermal keratinocyte	CL:4052061	epidermal keratinocyte
hematopoietic stem/progenitor cells	hematopoietic stem/progenitor cell	CL:0000037	hematopoietic stem cell
hematopoietic stem/progenitor cells	hematopoietic stem/progenitor cell	CL:0000037	hematopoietic stem cell
mesenchymal stromal cells	mesenchymal stromal cell from the bone marrow	CL:0002540	mesenchymal stem cell of the bone marrow
mesenchymal stromal cells	mesenchymal stromal cell	CL:0000134	mesenchymal stem cell
BM-MSCs	bone marrow mesenchymal stem cell	CL:0002540	mesenchymal stem cell of the bone marrow
BM-MSCs	BM-MSC	CL:0002540	mesenchymal stem cell of the bone marrow
CD4+CCR6+CD45RO+ T helper 17 (Th17) cells	CD4 + CCR6 + CD45RO + T helper 17 (Th17) cell	CL:0000899	T-helper 17 cell
CD4+CCR6+CD45RO+ T helper 17 (Th17) cells	CD4+CCR6+CD45RO+ T helper 17 (Th17) cell	CL:0000899	T-helper 17 cell
MSCs	Mesenchymal stem cell	CL:0000134	mesenchymal stem cell
MSCs	MSC	CL:0000134	mesenchymal stem cell
T regulatory cells	T regulatory (Treg) cell	CL:0000815	regulatory T cell
T regulatory cells	T regulatory cell	CL:0000815	regulatory T cell
Th17 cell	T helper 17 cell	CL:0000899	T-helper 17 cell
Th17 cell	Th17 cell	CL:0000899	T-helper 17 cell
Th17 cells	T helper 17 cell	CL:0000899	T-helper 17 cell
Th17 cells	Th17 cell	CL:0000899	T-helper 17 cell
CD4+ T regulatory (Treg) cells	CD4+ T regulatory (T reg) cell	CL:0000815	regulatory T cell
CD4+ T regulatory (Treg) cells	CD4+ T regulatory (Treg) cell	CL:0000815	regulatory T cell
CD8+ T cell	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cell	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
DC	dendritic cell	CL:0000451	dendritic cell
DC	DC	CL:0000451	dendritic cell
T cell	T cell	CL:0000084	T cell
T cell	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
intermediate cells	intermediate cell in the stria vascularis	CL:0002486	strial intermediate cell
intermediate cells	intermediate cell	CL:0002486	strial intermediate cell
satellite cells	satellite cell in the spiral ganglion	CL:0000516	perineuronal satellite cell
satellite cells	satellite cell	CL:0000516	perineuronal satellite cell
spiral ganglion neurons	spiral ganglion neuron	CL:0011113	spiral ganglion neuron
spiral ganglion neurons	spiral ganglion neuron	CL:0011113	spiral ganglion neuron
strial intermediate cells	strial intermediate cell	CL:0002486	strial intermediate cell
strial intermediate cells	strial intermediate cell	CL:0002486	strial intermediate cell
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
Astrocytes	Astrocyte	CL:0000127	astrocyte
Astrocytes	Astrocyte	CL:0000127	astrocyte
Epithelial cell	Epithelial cell-type	CL:0000066	epithelial cell
Epithelial cell	Epithelial cell	CL:0000066	epithelial cell
Epithelial, Endothelial and Fibroblast cell	Epithelial cell-type; Endothelial cell-type; Fibroblast cell-type	NO MATCH found	
Epithelial, Endothelial and Fibroblast cell	Epithelial, Endothelial and Fibroblast cell	NO MATCH found	
Fibroblast	Fibroblast	CL:0000057	fibroblast
Fibroblast	Fibroblast	CL:0000057	fibroblast
Fibroblast cell	Fibroblast cell-type	CL:0000057	fibroblast
Fibroblast cell	Fibroblast cell	CL:0000057	fibroblast
Myocytes	Myocyte	CL:0000187	muscle cell
Myocytes	Myocyte	CL:0000187	muscle cell
Skeletal muscle	Skeletal Muscle	CL:0000188	cell of skeletal muscle
Skeletal muscle	Skeletal muscle	CL:0000188	cell of skeletal muscle
hESC	human Embryonic Stem cell-type	CL:0002322	embryonic stem cell
hESC	hESC	CL:0002322	embryonic stem cell
CD8+ T cell	CD8 + T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cell	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
Neutrophil	Neutrophil	CL:0000775	neutrophil
WBC	White blood cell	CL:0000738	leukocyte
WBC	WBC	CL:0000738	leukocyte
naive and activated T cells	naïve and activated T cell	CL:0000084	T cell
naive and activated T cells	naive and activated T cell	CL:0000084	T cell
PS cell	pluripotent stem cell	CL:0002248	pluripotent stem cell
PS cell	PS cell	CL:0002248	pluripotent stem cell
PS cells	pluripotent stem cell	CL:0002248	pluripotent stem cell
PS cells	PS cell	CL:0002248	pluripotent stem cell
lens cells	lens cell	CL:0002222	vertebrate lens cell
lens cells	lens cell	CL:0002222	vertebrate lens cell
pluripotent stem (PS) cells	pluripotent stem cell	CL:0002248	pluripotent stem cell
pluripotent stem (PS) cells	pluripotent stem (PS) cell	CL:0002248	pluripotent stem cell
mESCs	mouse embryonic stem cell	CL:0002322	embryonic stem cell
mESCs	mESC	CL:0002322	embryonic stem cell
stem cells	stem cell	CL:0000034	stem cell
stem cells	stem cell	CL:0000034	stem cell
Spermatogonial stem cells	Spermatogonial stem cell	CL:0000016	male germ line stem cell
Spermatogonial stem cells	Spermatogonial stem cell	CL:0000016	male germ line stem cell
sperm	sperm	CL:0000019	sperm
sperm	sperm	CL:0000019	sperm
spermatid	spermatid	CL:0000018	spermatid
spermatid	spermatid	CL:0000018	spermatid
spermatogonial	spermatogonial	CL:0000020	spermatogonium
Dermal fibroblasts	dermal fibroblast	CL:0002551	fibroblast of dermis
Dermal fibroblasts	Dermal fibroblast	CL:0002551	fibroblast of dermis
KCs	keratinocyte	CL:0000312	keratinocyte
KCs	KC	CL:0000312	keratinocyte
Keratinocytes	keratinocyte	CL:0000312	keratinocyte
Keratinocytes	Keratinocyte	CL:0000312	keratinocyte
Langerhans cells	Langerhans cell	CL:0000453	Langerhans cell
Langerhans cells	Langerhans cell	CL:0000453	Langerhans cell
Merkel cells	Merkel cell	CL:0000242	Merkel cell
Merkel cells	Merkel cell	CL:0000242	Merkel cell
T lymphocytes	T lymphocyte	CL:0000084	T cell
T lymphocytes	T lymphocyte	CL:0000084	T cell
adipocytes	adipocyte	CL:0000136	adipocyte
adipocytes	adipocyte	CL:0000136	adipocyte
dFBs	dermal fibroblast	CL:0002551	fibroblast of dermis
dFBs	dFB	CL:0002551	fibroblast of dermis
dendritic cells	dendritic cell	CL:0000451	dendritic cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
epidermal cell	epidermal cell	CL:0000362	epidermal cell
epidermal cell	epidermal cell	CL:0000362	epidermal cell
epidermal cells	epidermal cell	CL:0000362	epidermal cell
epidermal cells	epidermal cell	CL:0000362	epidermal cell
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
melanocytes	melanocyte	CL:0000148	melanocyte
melanocytes	melanocyte	CL:0000148	melanocyte
monocytes	monocyte	CL:0000576	monocyte
monocytes	monocyte	CL:0000576	monocyte
myeloid and lymphatic immune cells	myeloid and lymphatic immune cell	CL:0000738	leukocyte
myeloid and lymphatic immune cells	myeloid and lymphatic immune cell	CL:0000738	leukocyte
neutrophils	neutrophil	CL:0000775	neutrophil
neutrophils	neutrophil	CL:0000775	neutrophil
pAd	preadipocyte	CL:0002334	preadipocyte
pAd	pAd	CL:0002334	preadipocyte
preadipocytes	preadipocyte	CL:0002334	preadipocyte
preadipocytes	preadipocyte	CL:0002334	preadipocyte
A	astrocyte	CL:0000127	astrocyte
A	A	CL:0000127	astrocyte
BC	bipolar cell	CL:0000103	bipolar neuron
BC	BC	CL:0000103	bipolar neuron
Bipolar cells	Bipolar cell	CL:0000103	bipolar neuron
E	endothelium	CL:0000115	endothelial cell
E	E	CL:0000115	endothelial cell
F	fibroblast	CL:0000057	fibroblast
F	F	CL:0000057	fibroblast
M	microglial cell	CL:0000129	microglial cell
M	M	NO MATCH found	
MG	Mueller cell	CL:0000636	Mueller cell
MG	MG	NO MATCH found	
